Name;Min;Max;Calories;Gram_Prot;Gram_Fat;Gram_Carb
COCOA MIX,NESTLE,HOT COCOA MIX RICH CHOC W/ MARSHMALLOWS 1 serving, 1 envelope;0;2;400;28;150;750
COCOA MIX,NO SUGAR ADDED,PDR 1 envelope Alba,  (.675 oz);0;19;377;1549;30;7193
COCOA MIX,NESTLE,RICH CHOC HOT COCOA MIX 1 serving, 1 envelope;0;17;400;30;150;750
COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O,DECAFFEINATED 1 cup,  (8 fl oz);0;15;0;1;0;0
COFFEE,BREWED,ESPRESSO,REST-PREP,DECAFFEINATED 1 fluid ounce;0;17;0;1;18;0
COFFEE,INST,REG,PDR,HALF THE CAFFEINE 1 tsp;0;2;350;1442;5;706
COFFEE&COCOA (MOCHA) PDR,W/WHTNR&LO CAL SWTNR,DECAFFEINATED 1 tsp, dry;0;18;257;90;1321;714
COFFEE,BREWED FROM GROUNDS,PREP W/ TAP H2O 1 cup,  (8 fl oz);0;7;1;12;2;0
COFFEE,BREWED,ESPRESSO,REST-PREP 1 fluid ounce;0;6;2;12;18;0
COFFEE,INST,REG,PDR 1 tsp;0;8;241;122;5;411
COFFEE,INST,REG,PREP W/H2O 1 serving, 6 fl oz;0;9;2;1;0;34
COFFEE,INST,DECAFFEINATED,PDR 1 tsp,  rounded;0;10;224;116;2;426
COFFEE,INST,DECAFFEINATED,PDR,PREP W/H2O 1 serving, 6 fl oz;0;12;2;12;0;43
COFFEE,INST,W/CHICORY,PDR 1 tsp,  rounded;0;7;351;93;2;742
COFFEE,INST,W/ CHICORY,PREP W/ H2O 1 serving, 6 fl oz;0;19;3;9;0;75
COFFEE,INST,W/SUGAR,MOCHA-FLAVOR,PDR 1 serving, 2 tbsp;0;6;460;529;1587;7404
COFFEE,INST,W/SUGAR,CAPPUCCINO-FLAVOR PDR 4 teaspoon,  (1 serving);0;4;406;31;556;8594
COFFEE,INST,W/SUGAR,FRENCH-FLAVOR,PDR 4 teaspoon,  (1 serving);0;17;484;45;2263;6567
COFFEE SUB,CRL GRAIN BEV,PDR 1 tsp,  (1 serving);0;15;360;601;252;7842
COFFEE SUB,CRL GRAIN BEV,PREP W/ H2O 1 serving, 6 fl oz;0;9;6;1;4;13
CRANBERRY-APPLE JUC DRK,BTLD 1 cup,  (8 fl oz);0;16;63;0;11;1585
CRANBERRY-APRICOT JUC DRK,BTLD 1 cup,  (8 fl oz);0;15;64;2;0;162
CRANBERRY-GRAPE JUC DRK,BTLD 1 cup,  (8 fl oz);0;12;56;2;1;140
CRANBERRY JUC COCKTAIL,BTLD 1 cup,  (8 fl oz);0;10;54;0;1;1352
CRANBERRY JUC COCKTAIL,BTLD,LO CAL,W/CA,SACCHARIN&CORN SWTNR 1 cup,  (8 fl oz);0;0;19;2;1;46
EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK 1 cup,  (8 fl oz);0;18;95;293;302;142
CITRUS FRUIT JUC DRK,FRZ CONC 1 fl oz;0;12;162;12;1;402
CITRUS FRUIT JUC DRK,FRZ CONC,PREP W/H2O 1 serving, 8 fl oz;0;13;46;34;3;1142
FRUIT PUNCH DRK,WO/ ADDED NUTR,CND ;0;10;48;0;0;1197
FRUIT PUNCH DRK,W/ ADDED NUTR,CND 1 cup,  (8 fl oz);0;16;47;0;0;1197
FRUIT PUNCH DRK,FRZ CONC 1 fl oz;0;0;162;2;0;414
FRUIT PUNCH DRK,FRZ CONC,PREP W/H2O 1 serving, 8 fl oz;0;18;46;6;0;1166
GRAPE DRINK,CANNED 1 cup,  (8 fl oz);0;16;61;0;0;1575
GRAPE JUICE DRINK,CANNED 1 cup,  (8 fl oz);0;3;57;0;0;1455
LEMONADE,POWDER 1 serving;0;7;389;0;0;9444
LEMONADE,PDR,PREP W/H2O 1 serving, 1 cup 8 fl oz;0;8;37;0;0;972
LEMONADE,LO CAL,W/ASPRT,PDR 1 serving;0;1;332;36;3;837
LEMONADE,LO CAL,W/ASPRT,PDR,PREP W/H2O 1 serving, 1 cup 8 fl oz;0;16;3;3;0;68
LEMONADE,FRZ CONC,WHITE 1 fl oz;0;19;181;3;2;470
LEMONADE,FRZ CONC,WHITE,PREP W/H2O 1 serving, 1 cup 8 fl oz;0;10;40;7;4;1042
LEMONADE-FLAVOR DRK,PDR 1 serving;0;9;389;1;0;9444
LEMONADE-FLAVOR DRK,PDR,PREP W/H2O 1 serving, 1 cup 8 fl oz;0;0;26;1;0;668
LIMEADE,FRZ CONC 1 fl oz;0;0;247;0;0;6232
LIMEADE,FRZ CONC,PREP W/H2O 1 serving, 1 cup 8 fl oz;0;13;52;0;0;1379
MALT BEVERAGE 1 cup;0;3;37;21;12;805
MALTED DRK MIX,NAT,W/ ADDED NUTR,PDR 1 individual,  serving (4-5 heaping tsp or 1 envelope);0;16;372;941;133;8359
MALTED DRK MIX,NAT,W/ ADDED NUTR,PDR,PREP W/ WHL MILK 1 cup,  (8 fl oz);0;4;86;367;321;1067
MALTED DRK MIX,NAT,PDR 1 serving,  (3 heaping tsp or 1 envelope);0;4;428;1429;952;7121
MALTED DRK MIX,NAT,PDR,PREP W/ WHL MILK 1 cup,  (8 fl oz);0;17;88;386;362;1023
MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR 1 cup;0;10;389;49;34;846
MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR,PREP W/ WHL MILK 1 cup,  (8 fl oz);0;11;84;336;326;1092
MALTED DRK MIX,CHOC,PDR 1 serving,  (3 heaping tsp or 1 envelope);0;4;411;51;476;8694
MALTED DRK MIX,CHOC,PDR,PREP W/ WHL MILK 1 cup,  (8 fl oz);0;18;85;337;329;112
ORANGE DRK,CND,W/ ADDED VIT C 1 cup,  (8 fl oz);0;9;49;0;7;1234
ORANGE&APRICOT JUC DRK,CND 1 cup,  (8 fl oz);0;11;51;3;1;127
PINEAPPLE&GRAPEFRUIT JUC DRK,CND 1 cup,  (8 fl oz);0;1;47;2;1;116
PINEAPPLE&ORANGE JUC DRK,CND 1 cup,  (8 fl oz);0;1;50;13;0;118
SHAKE,FAST FOOD,CHOCOLATE 1 fl oz;0;18;127;34;37;205
SHAKE,FAST FOOD,VANILLA 1 cup,  (8 fl oz);0;6;148;337;652;1959
STRAWBERRY-FLAVOR BEV MIX,PDR 1 serving,  (2-3 heaping tsp);0;12;389;1;2;991
STRAWBERRY-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK 1 cup,  (8 fl oz);0;15;88;30;31;123
TEA,BREWED,PREP W/TAP H2O,DECAFFEINATED 1 fl oz;0;9;1;0;0;3
TEA,INST,UNSWTND,PDR,DECAFFEINATED 1 serving,  2 tsp;0;12;315;2021;0;5866
TEA,BREWED,PREP W/TAP H2O 1 cup,  (8 fl oz);0;15;1;0;0;3
TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAV,PDR,DECAFFEINATED 2 tsp;0;10;338;33;6;854
TEA,INST,SWTND W/SUGAR,LEMN-FLAV,WO/ VIT C,PDR,DECAFFEINATED 1 cup;0;16;385;12;73;9855
TEA,INST,UNSWTND,PDR 1 serving,  1 tsp;0;17;315;2021;0;5866
TEA,INST,UNSWTND,PDR,PREP 1 serving, 8 fl oz cup;0;3;1;6;0;17
TEA,INST,UNSWTND,LEMON-FLAVORED,PDR 1 tsp,  rounded;0;10;345;74;18;7852
TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR 1 cup;0;19;401;12;73;9855
TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR,PREP 1 cup,  (8 fl oz);0;4;35;1;6;861
TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAVORED,PDR 2 tsp;0;16;338;33;6;854
TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAVORED,PREP 1 serving, 8 fl oz cup;0;16;2;2;0;44
TEA,HERB,OTHER THAN CHAMOMILE,BREWED 1 fl oz;0;18;1;0;0;2
SPORTS DRK,FRUIT-FLAVORED,LO CAL,RTD 1 cup,  (8 fl oz);0;13;11;0;0;30
WATER,BTLD,PERRIER 1 fl oz;0;18;0;0;0;0
WATER,BTLD,POLAND SPRING 1 fl oz;0;0;0;0;0;0
COCOA MIX,W/ ASPRT,PDR,PREP W/ H2O 1 serving, 6 fl oz;0;18;29;121;23;561
CARBONATED BEV,COLA,CONTAINS CAFFEINE 1 fl oz;0;8;37;7;2;956
FRUIT PUNCH JUC DRK,FRZ CONC 1 fl oz;0;17;175;3;7;431
FRUIT PUNCH JUC DRK,FRZ CONC,PREP W/H2O 1 serving, 8 fl oz;0;17;42;7;17;1044
ORANGE-FLAVOR DRK,BRKFST TYPE,PDR 1 serving, 2 tbsp;0;3;386;0;0;9894
ORANGE-FLAVOR DRK,BRKFST TYPE,PDR,PREP W/ H2O 1 serving, 6 fl oz;0;13;49;0;0;1265
ORANGE-FLAVOR DRK,BRKFST TYPE,LO CAL,PDR 1 portion,  amount of dry mix to make 8 fl oz prepared;0;16;217;36;0;859
WATER,TAP,DRINKING 1 fl oz;0;10;0;0;0;0
WATER,TAP,WELL 1 fl oz;0;11;0;0;0;0
ALCOHOLIC BEV,LIQUEUR,COFFEE,53 PROOF 1 fl oz;0;12;326;1;3;468
ALCOHOLIC BEV,LIQUEUR,COFFEE W/CRM,34 PROOF 1 fl oz;0;10;327;28;157;209
CARB BEV,LO CAL,COLA OR PEP,W/ ASPRT, CAF 1 fl oz;0;14;2;11;3;29
COFFEE SUB,CRL GRAIN BEV,PDR,PREP W/ WHL MILK 6 fl oz;0;17;65;33;33;56
DAIRY DRK MIX,CHOC,RED CAL,W/ASPRT,PDR 1 packet,  (.75 oz);0;19;329;250;26;514
DAIRY DRK MIX,CHOC,RED CAL,W/ ASPRT,PDR,PREP W/ H2O & ICE 1 serving;0;3;29;219;23;451
ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC 1 fl oz;0;7;172;1;5;429
ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC,PREP W/H2O 1 serving, 8 fl oz;0;10;49;3;14;1221
ORANGE DRK,BRKFST TYPE,W/ JUC & PULP,FRZ CONC 1 fl oz;0;6;153;4;0;390
ORANGE DRK,BRKFST TYPE,W/JUC&PULP,FRZ CONC,PREP W/H2O 1 serving, 8 fl oz;0;18;45;12;0;1132
SHAKE,FAST FD,STRAWBERRY 1 fl oz;0;12;113;34;28;189
WATER,TAP,MUNICIPAL 1 fl oz;0;5;0;0;0;0
CRANBERRY JUC COCKTAIL,FRZ CONC 1 fl oz;0;4;201;5;0;5145
CRANBERRY JUC COCKTAIL,FRZ CONC,PREP W/ H2O 1 serving, 8 fl oz;0;2;47;1;0;1181
WATER,BTLD,NON-CARBONATED,DANNON 1 fl oz;0;2;0;0;0;0
WATER,BTLD,NON-CARBONATED,PEPSI,AQUAFINA 1 fl oz;0;16;0;0;0;0
WATER,BTLD,NON-CARBONATED,DASANI 1 fl oz;0;2;0;0;0;0
ORANGE BRKFST DRK,RTD 1 cup,  (8 fl oz);0;11;43;0;0;108
ORANGE BRKFST DRK,RTD,W/ ADDED NUTR 1 fl oz;0;7;53;0;0;132
WATER,BTLD,NON-CARBONATED,CALISTOGA 1 fl oz;0;0;0;0;0;0
WATER,BTLD,NON-CARBONATED,CRYSTAL GEYSER 1 fl oz;0;2;0;0;0;0
WATER,BTLD,NON-CARBONATED,NAYA 1 fl oz;0;18;0;0;0;0
WATER,BTLD,NON-CARBONATED,DANNON FLUORIDE TO GO 1 fl oz;0;2;0;0;0;3
DRINK MIX,QUAKER OATS,GATORADE,ORANGE FLAVOR,PDR 1 cup, powder;0;6;388;0;123;9411
SPORTS DRK,PEPSICO,GATORADE,FRUIT-FLAVORED,RTD 1 fl oz;0;11;26;0;0;643
SPORTS DRK,COCA-COLA,POWERADE,LEMON-LIME FLAV,RTD 1 fl oz;0;17;32;0;5;784
QUAKER OATS,PROPEL FITNESS H2O,FRUIT-FLAVORED,NON-CARBONATED 1 fluid ounce;0;18;5;0;0;122
TEA,RTD,ARIZONA ICED TEA,W/ LEMON FLAVOR 1 fl oz;0;2;39;0;0;977
TEA,RTD,LIPTON BRISK ICED TEA,W/ LEMON FLAVOR 1 fl oz;0;6;35;0;0;881
WHISKEY SOUR MIX,BTLD,W/ K&NA 1 fl oz;0;2;84;1;1;214
ALCOHOLIC BEV,WHISKEY SOUR,PREP FROM ITEM 14530 1 fl oz;0;17;149;0;0;131
ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 94 PROOF 1 fl oz;0;13;275;0;0;0
ALCOHOLIC BEV,DISTILLED,ALL 100 PROOF 1 fl oz;0;17;295;0;0;0
ALCOHOLIC BEV,LIQUEUR,COFFEE,63 PROOF 1 fl oz;0;16;308;1;3;322
ALCOHOLIC BEV,WINE,DSSRT,DRY 1 fl oz;0;0;152;2;0;1167
CARBONATED BEV,LOCAL,OTHR THAN COLA OR PEP,W/ NA SAC,WO/ CAF 1 fl oz;0;10;0;0;0;1
COCOA MIX,W/ ASPT,LO CAL,PDR,W/ ADD CA P,WO/ ADD NA OR VIT A 1 envelope  Swiss Miss,  (.53 oz);0;6;359;251;30;580
FRUIT PUNCH-FLAVOR DRK,PDR,WO/ NA 2 tbsp,  rounded;0;2;382;0;1;977
FRUIT PUNCH-FLAVOR DRK,PDR,WO/ NA,PREP W/H2O 1 serving, 8 fl oz;0;1;37;0;1;947
LEMONADE,FRZ CONC,PINK 1 fl oz;0;7;181;3;2;471
LEMONADE,FRZ CONC,PINK,PREP W/H2O 1 cup, 8 fl oz;0;10;40;7;4;1042
TEA,BREWED,PREP W/DISTILLED H2O 1 fl oz;0;1;1;0;0;3
TEA,HERB,CHAMOMILE,BREWED 1 fl oz;0;1;1;0;0;2
TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,W/ VIT C,PDR 1 cup;0;7;385;6;3;976
ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 86 PROOF 1 fl oz;0;1;250;0;0;1
ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 90 PROOF 1 fl oz;0;5;263;0;0;0
CARBONATED BEV,CHOCOLATE-FLAVORED SODA 1 fl oz;0;0;42;0;0;107
WINE,NON-ALCOHOLIC 1 fl oz;0;9;6;5;0;11
WATER,BTLD,GENERIC 1 fl oz;0;15;0;0;0;0
CHOCOLATE-FLAVOR BEV MIX FOR MILK,PDR,W/ ADDED NUTR 1 serving;0;15;400;455;227;9028
CHOC-FLV BEV MIX FOR MILK,PDR,W/ ADD NUTR,PREP W/ WHL MILK 1 serving;0;7;88;333;317;1161
WATER,BTLD,NON-CARBONATED,EVIAN 1 fl oz;0;19;0;0;0;0
TEA,RTD,UNSWTND,WENDY'S,FAST FD,WO/ ICE ;0;10;1;22;0;0
ALCOHOLIC BEV,WINE,TABLE,RED,MERLOT 1 fl oz;0;3;83;7;0;251
WATER,NON-CARBONATED,FRUIT FLAVORS,SWTND W/ LO CAL SWTNR 1 serving,  (8 fl oz);0;7;1;0;0;15
WATER W/ ADDED VITAMINS & MINERALS,SWTND, FRUIT FLAVORS 8 fl oz,  (1 NLEA serving);0;6;22;0;0;549
BREAKFAST TYPE DRK,ORANGE FLAVOR,RED SUGAR ;0;6;4;4;0;9
CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,DIET BERRY BLEND 1 serving, 8 oz;0;14;4;0;0;123
CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,DIET FRUIT MEDLEY 1 serving, 8 oz;0;3;4;0;0;126
CAMPBELL SOUP COMPANY,V8 SPLASH,DIET STRAWBERRY KIWI 1 serving;0;7;4;0;0;126
CAMPBELL SOUP COMPANY,V8 SPLASH,DIET TROPICAL BLEND 1 serving, 8 oz;0;17;4;0;0;126
CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,BERRY BLEND 1 serving, 8 oz;0;11;29;0;0;741
CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,FRUIT MEDLEY 1 serving, 8 oz;0;4;33;0;0;782
CAMPBELL SOUP COMPANY,V8 SPLASH JUC,GUAVA PASSION FRUIT 1 serving, 8 oz;0;9;33;0;0;782
CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,MANGO PEACH 1 serving, 8 oz;0;13;33;0;0;823
CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,ORANGE PNAPPL 1 serving, 8 oz;0;12;29;0;0;741
CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,ORCHARD BLEND 1 serving, 8 oz;0;9;33;0;0;782
CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,STRAWBERRY BANANA 1 serving, 8 oz;0;11;29;0;0;741
CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,STRAWBERRY KIWI 1 serving, 8 oz;0;8;29;0;0;741
CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,TROPICAL BLEND 1 serving, 8 oz;0;7;29;0;0;741
CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,PEACH MANGO 1 serving, 8 oz;0;3;49;41;0;1138
CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,STRAWBERRY BANANA 1 serving, 8 oz;0;19;49;41;0;1179
CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,TROPICAL 1 serving, 8 oz;0;12;49;41;0;1138
CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,ACAI BERRY 1 serving, 8 oz;0;14;45;0;0;1098
COFFEE SUB,RSTD GRAIN BEV,NAT TOUCH KAFFREE ROMA,PDR 1 tsp, rounded (1 serving);0;4;358;45;3;843
ANCHOVY,EUROPEAN,RAW 3 oz;0;5;131;2035;484;0
ANCHOVY,EUROPEAN,CND IN OIL,DRND SOL 1 oz, boneless;0;8;210;2889;971;0
BASS,FRSH H2O,MXD SP,RAW 1 fillet;0;16;114;1886;369;0
BASS,STRIPED,RAW 1 fillet;0;0;97;1773;233;0
BLUEFISH,RAW 1 fillet;0;16;124;2004;424;0
BURBOT,RAW 1 fillet;0;7;90;1931;81;0
BUTTERFISH,RAW 1 fillet;0;11;146;1728;802;0
CARP,RAW 1 fillet;0;16;127;1783;56;0
CARP,COOKED,DRY HEAT 1 fillet;0;16;162;2286;717;0
CATFISH,CHANNEL,WILD,RAW 1 fillet;0;0;95;1638;282;0
CATFISH,CHANNEL,CKD,BREADED&FRIED 1 fillet;0;12;229;1809;1333;804
CAVIAR,BLACK&RED,GRANULAR 1 tbsp;0;14;252;246;179;40
CISCO,RAW 1 fillet;0;3;98;1899;191;0
CISCO,SMOKED 1 oz;0;9;177;1636;119;0
COD,ATLANTIC,RAW 1 fillet;0;9;82;1781;67;0
COD,ATLANTIC,CKD,DRY HEAT 1 fillet;0;15;105;2283;86;0
COD,ATLANTIC,CND,SOL&LIQ 1 can;0;0;105;2276;86;0
COD,ATLANTIC,DRIED&SALTED 1 oz;0;15;290;6282;237;0
COD,PACIFIC,RAW 1 fillet;0;10;82;179;63;0
CROAKER,ATLANTIC,RAW 1 fillet;0;12;104;1778;317;0
CROAKER,ATLANTIC,CKD,BREADED&FRIED 1 fillet;0;19;221;182;1267;754
CUSK,RAW 1 fillet;0;16;87;1899;69;0
DOLPHINFISH,RAW 1 fillet;0;2;85;185;7;0
DRUM,FRESHWATER,RAW 1 fillet;0;9;119;1754;493;0
EEL,MIXED SPECIES,RAW 1 fillet;0;15;184;1844;1166;0
EEL,MXD SP,CKD,DRY HEAT 1 oz, boneless;0;3;236;2365;1495;0
"FISH PORTIONS&STKS,FRZ,PREHTD 1 piece,  (4"" x 2"" x 1/2"")";0;8;249;1104;1325;2118
FLATFISH (FLOUNDER&SOLE SP),RAW 1 oz, boneless;0;5;91;1884;119;0
FLATFISH (FLOUNDER&SOLE SP),CKD,DRY HEAT 1 fillet;0;2;117;2416;153;0
GEFILTEFISH,COMM,SWT RECIPE 1 piece;0;5;84;907;173;741
GROUPER,MIXED SPECIES,RAW 1 fillet;0;13;92;1938;102;0
GROUPER,MXD SP,CKD,DRY HEAT 1 fillet;0;2;118;2484;13;0
HADDOCK,RAW 1 fillet;0;4;87;1891;72;0
HADDOCK,COOKED,DRY HEAT 1 fillet;0;7;112;2424;93;0
HADDOCK,SMOKED 1 oz, boneless;0;7;116;2523;96;0
HALIBUT,ATLANTIC&PACIFIC,RAW .5 fillet;0;4;110;2081;229;0
HALIBUT,ATLANTIC&PACIFIC,CKD,DRY HEAT .5 fillet;0;14;140;2669;294;0
HALIBUT,GREENLAND,RAW .5 fillet;0;11;186;1437;1384;0
HERRING,ATLANTIC,RAW 1 oz, boneless;0;1;158;1796;904;0
HERRING,ATLANTIC,CKD,DRY HEAT 1 fillet;0;11;203;2303;1159;0
HERRING,ATLANTIC,PICKLED 1 cup;0;0;262;1419;180;964
HERRING,ATLANTIC,KIPPERED 1 oz, boneless;0;17;217;2458;1237;0
HERRING,PACIFIC,RAW 1 fillet;0;12;195;1639;1388;0
LING,RAW 1 fillet;0;5;87;1899;64;0
LINGCOD,RAW .5 fillet;0;4;85;1766;106;0
MACKEREL,ATLANTIC,RAW 1 fillet;0;3;205;186;1389;0
MACKEREL,ATLANTIC,CKD,DRY HEAT 1 fillet;0;15;262;2385;1781;0
MACKEREL,JACK,CND,DRND SOL 1 cup;0;6;156;2319;63;0
MACKEREL,KING,RAW .5 fillet;0;18;105;2028;20;0
MACKEREL,PACIFIC&JACK,MXD SP,RAW 1 fillet;0;6;158;2007;789;0
MACKEREL,SPANISH,RAW 1 fillet;0;18;139;1929;63;0
MACKEREL,SPANISH,CKD,DRY HEAT 1 fillet;0;5;158;2359;632;0
MILKFISH,RAW 3 oz;0;6;148;2053;673;0
MONKFISH,RAW 3 oz;0;1;76;1448;152;0
MULLET,STRIPED,RAW 1 oz;0;3;117;1935;379;0
MULLET,STRIPED,CKD,DRY HEAT 1 fillet;0;7;150;2481;486;0
OCEAN PERCH,ATLANTIC,RAW 1 oz, boneless;0;19;94;1862;163;0
OCEAN PERCH,ATLANTIC,CKD,DRY HEAT 1 fillet;0;4;121;2388;209;0
POUT,OCEAN,RAW .5 fillet;0;17;79;1664;91;0
PERCH,MIXED SPECIES,RAW 1 fillet;0;9;91;1939;92;0
PERCH,MXD SP,CKD,DRY HEAT 1 fillet;0;16;117;2486;118;0
PIKE,NORTHERN,RAW .5 fillet;0;4;88;1926;69;0
PIKE,NORTHERN,CKD,DRY HEAT .5 fillet;0;3;113;2469;88;0
PIKE,WALLEYE,RAW 1 fillet;0;4;93;1914;122;0
POLLOCK,ATLANTIC,RAW .5 fillet;0;16;92;1944;98;0
POLLOCK,WALLEYE,RAW 1 fillet;0;16;81;1718;8;0
POLLOCK,WALLEYE,CKD,DRY HEAT 1 fillet;0;15;113;2351;112;0
POMPANO,FLORIDA,RAW 1 oz, boneless;0;2;164;1848;947;0
POMPANO,FLORIDA,CKD,DRY HEAT 1 fillet;0;15;211;2369;1214;0
ROCKFISH,PACIFIC,MXD SP,RAW 1 fillet;0;6;94;1875;157;0
ROCKFISH,PACIFIC,MXD SP,CKD,DRY HEAT 1 fillet;0;16;121;2404;201;0
ROE,MIXED SPECIES,RAW 1 tbsp;0;3;143;2232;642;15
ROUGHY,ORANGE,RAW 3 oz;0;13;76;1641;7;0
SABLEFISH,RAW .5 fillet;0;14;195;1341;153;0
SABLEFISH,SMOKED 1 oz;0;8;257;1765;2014;0
SALMON,ATLANTIC,WILD,RAW .5 fillet;0;17;142;1984;634;0
SALMON,CHINOOK,SMOKED 1 cup, cooked;0;19;117;1828;432;0
SALMON,CHINOOK,RAW .5 fillet;0;5;179;1993;1043;0
SALMON,CHUM,RAW .5 fillet;0;17;120;2014;377;0
SALMON,CHUM,DRND SOL W/BONE 1 can;0;8;141;2143;55;0
SALMON,COHO,WILD,RAW .5 fillet;0;13;146;2162;593;0
SALMON,COHO,WILD,CKD,MOIST HEAT .5 fillet;0;9;184;2736;75;0
SALMON,PINK,RAW .5 fillet;0;12;116;1994;345;0
SALMON,PINK,CND,SOL W/BONE&LIQ 1 can;0;5;139;1978;605;0
SALMON,SOCKEYE,RAW 1 oz, boneless;0;8;168;213;856;0
SALMON,SOCKEYE,CKD,DRY HEAT .5 fillet;0;5;216;2731;1097;0
SALMON,SOCKEYE,CND,DRND SOL W/BONE 1 can;0;8;166;2333;731;0
SARDINE,ATLANTIC,CND IN OIL,DRND SOL W/BONE 1 cup,  drained;0;0;208;2462;1145;0
SARDINE,PACIFIC,CND IN TOMATO SAU,DRND SOL W/BONE 1 cup;0;19;186;2086;1046;74
SCUP,RAW 1 cup;0;0;105;1888;273;0
SEA BASS,MXD SP,RAW 1 fillet;0;11;97;1843;20;0
SEA BASS,MXD SP,CKD,DRY HEAT 1 fillet;0;7;124;2363;256;0
SEATROUT,MXD SP,RAW 1 fillet;0;3;104;1674;361;0
SHAD,AMERICAN,RAW 1 fillet;0;15;197;1693;1377;0
SHARK,MIXED SPECIES,RAW ;0;7;130;2098;451;0
SHARK,MXD SP,CKD,BATTER-DIPPED&FRIED 3 oz;0;8;228;1862;1382;639
SHEEPSHEAD,RAW 1 fillet;0;12;108;2021;241;0
SHEEPSHEAD,CKD,DRY HEAT 1 fillet;0;11;126;2602;163;0
SMELT,RAINBOW,RAW 3 oz;0;3;97;1763;242;0
SMELT,RAINBOW,CKD,DRY HEAT 3 oz;0;12;124;226;31;0
SNAPPER,MIXED SPECIES,RAW 1 fillet;0;11;100;2051;134;0
SNAPPER,MXD SP,CKD,DRY HEAT 1 fillet;0;0;128;263;172;0
SPOT,RAW 1 fillet;0;10;123;1851;49;0
STURGEON,MXD SP,RAW 3 oz;0;0;105;1614;404;0
STURGEON,MXD SP,CKD,DRY HEAT 1 cup, cooked;0;9;135;207;518;0
STURGEON,MXD SP,SMOKED 1 oz;0;3;173;312;44;0
SUCKER,WHITE,RAW 1 fillet;0;8;92;1676;232;0
SUNFISH,PUMPKIN SEED,RAW 1 fillet;0;17;89;194;7;0
SURIMI 1 oz;0;17;99;1518;9;685
"SWORDFISH,RAW 1 piece,  (4-1/2"" x 2-1/8"" x 7/8"")";0;3;121;198;401;0
SWORDFISH,COOKED,DRY HEAT 1 piece;0;7;155;2539;514;0
TILEFISH,RAW .5 fillet;0;16;96;175;231;0
TILEFISH,COOKED,DRY HEAT .5 fillet;0;0;147;2449;469;0
TROUT,MIXED SPECIES,RAW 1 fillet;0;11;148;2077;661;0
TROUT,RAINBOW,WILD,RAW 1 fillet;0;7;119;2048;346;0
TROUT,RAINBOW,WILD,CKD,DRY HEAT 1 fillet;0;1;150;2292;582;0
TUNA,FRESH,BLUEFIN,RAW 3 oz;0;13;144;2333;49;0
TUNA,FRSH,BLUEFIN,CKD,DRY HEAT 3 oz;0;11;184;2991;628;0
TUNA,LT,CND IN OIL,DRND SOL 1 cup, solid or chunks;0;11;198;2913;821;0
TUNA,LT,CND IN H2O,DRND SOL 1 cup, solid or chunks;0;1;116;2551;82;0
TUNA,FRESH,SKIPJACK,RAW .5 fillet;0;14;103;220;101;0
TUNA,WHITE,CND IN OIL,DRND SOL 1 can;0;19;186;2653;808;0
TUNA,WHITE,CND IN H2O,DRND SOL 1 can;0;1;128;2362;297;0
TUNA,FRESH,YELLOWFIN,RAW 1 oz, boneless;0;14;108;2338;95;0
TUNA SALAD 1 cup;0;0;187;1604;926;941
TURBOT,EUROPEAN,RAW .5 fillet;0;18;95;1605;295;0
WHITEFISH,MXD SP,RAW 1 fillet;0;7;134;1909;586;0
WHITEFISH,MXD SP,SMOKED 1 cup, cooked;0;9;108;234;93;0
